Date,Open,High,Low,Close,Adj Close,Volume
2018-04-30 00:00:00+05:30,1725.9749755859375,1774.5,1718.800048828125,1766.050048828125,1584.8143310546875,3458558
2018-05-02 00:00:00+05:30,1765.25,1766.0999755859375,1735.6500244140625,1749.875,1570.2991943359375,3158046
2018-05-03 00:00:00+05:30,1754.9000244140625,1763.0,1735.199951171875,1740.925048828125,1562.2679443359375,3761550
2018-05-04 00:00:00+05:30,1746.0,1748.5,1735.0,1740.375,1561.774169921875,2347244
2018-05-07 00:00:00+05:30,1745.0,1745.0,1705.449951171875,1710.4749755859375,1534.942626953125,3484426
2018-05-08 00:00:00+05:30,1717.3499755859375,1743.25,1698.3499755859375,1720.5999755859375,1544.0283203125,2992820
2018-05-09 00:00:00+05:30,1720.0999755859375,1747.375,1720.0999755859375,1744.6500244140625,1565.610595703125,2615050
2018-05-10 00:00:00+05:30,1751.4749755859375,1755.574951171875,1720.0999755859375,1725.625,1548.537841796875,3858678
2018-05-11 00:00:00+05:30,1727.0999755859375,1742.5,1721.25,1728.4749755859375,1551.0953369140625,2627876
2018-05-14 00:00:00+05:30,1728.5,1735.5,1705.4000244140625,1716.7750244140625,1540.595947265625,2433894
2018-05-15 00:00:00+05:30,1725.0,1747.9000244140625,1716.8499755859375,1741.199951171875,1562.5145263671875,1952890
2018-05-16 00:00:00+05:30,1739.9749755859375,1754.5,1737.625,1746.949951171875,1567.6744384765625,1648450
2018-05-17 00:00:00+05:30,1756.4749755859375,1766.574951171875,1738.0,1745.9000244140625,1566.7322998046875,2968048
2018-05-18 00:00:00+05:30,1740.4000244140625,1758.8499755859375,1729.0,1751.0250244140625,1571.3314208984375,1874996
2018-05-21 00:00:00+05:30,1764.3499755859375,1796.0,1759.0250244140625,1778.375,1595.874755859375,3446178
2018-05-22 00:00:00+05:30,1779.0,1787.4749755859375,1746.8499755859375,1754.449951171875,1574.4049072265625,1857416
2018-05-23 00:00:00+05:30,1762.5,1772.5,1740.5,1747.550048828125,1568.2127685546875,1507298
2018-05-24 00:00:00+05:30,1755.0,1807.5,1751.175048828125,1801.8499755859375,1616.9403076171875,2962316
2018-05-25 00:00:00+05:30,1812.5,1837.4000244140625,1786.2750244140625,1792.9000244140625,1608.908935546875,3769772
2018-05-28 00:00:00+05:30,1808.25,1808.25,1743.0,1751.0250244140625,1571.3314208984375,3716798
2018-05-29 00:00:00+05:30,1764.949951171875,1772.0,1744.0,1761.75,1580.95556640625,3525312
2018-05-30 00:00:00+05:30,1754.5250244140625,1766.5,1741.25,1757.050048828125,1576.737548828125,3779106
2018-05-31 00:00:00+05:30,1734.0,1759.050048828125,1726.0999755859375,1741.050048828125,1575.380615234375,5049371
2018-06-01 00:00:00+05:30,1754.0,1757.5,1716.300048828125,1732.449951171875,1567.599365234375,1603856
2018-06-04 00:00:00+05:30,1745.0,1749.0,1712.5999755859375,1744.25,1578.276123046875,1681483
2018-06-05 00:00:00+05:30,1744.0,1751.9000244140625,1711.1500244140625,1721.5999755859375,1557.781494140625,2449568
2018-06-06 00:00:00+05:30,1723.0,1734.9000244140625,1715.199951171875,1725.75,1561.5364990234375,2236512
2018-06-07 00:00:00+05:30,1725.0,1749.0,1723.800048828125,1735.550048828125,1570.404052734375,2414762
2018-06-08 00:00:00+05:30,1735.0,1757.300048828125,1735.0,1747.0999755859375,1580.85498046875,2582138
2018-06-11 00:00:00+05:30,1747.0999755859375,1763.0,1743.0,1749.699951171875,1583.207275390625,2179378
2018-06-12 00:00:00+05:30,1757.0,1785.0,1753.0,1781.0,1611.529541015625,4608875
2018-06-13 00:00:00+05:30,1816.0,1831.6500244140625,1798.0,1824.0999755859375,1650.528076171875,5370983
2018-06-14 00:00:00+05:30,1830.0,1832.300048828125,1784.0,1787.550048828125,1617.4560546875,3819998
2018-06-15 00:00:00+05:30,1800.0,1847.0999755859375,1788.5999755859375,1840.050048828125,1664.960205078125,9183574
2018-06-18 00:00:00+05:30,1867.949951171875,1867.949951171875,1822.1500244140625,1829.0,1654.961669921875,4674987
2018-06-19 00:00:00+05:30,1822.1500244140625,1839.0,1821.0,1824.5,1650.889892578125,3245034
2018-06-20 00:00:00+05:30,1832.0,1836.300048828125,1818.5999755859375,1822.449951171875,1649.0350341796875,3107695
2018-06-21 00:00:00+05:30,1832.0,1832.0,1817.5999755859375,1819.3499755859375,1646.2301025390625,2910659
2018-06-22 00:00:00+05:30,1827.0,1827.0,1799.550048828125,1809.800048828125,1637.5887451171875,2949458
2018-06-25 00:00:00+05:30,1811.9000244140625,1822.3499755859375,1806.0,1819.25,1646.1395263671875,2083217
2018-06-26 00:00:00+05:30,1823.0,1861.0,1821.0,1852.0,1675.7728271484375,4679712
2018-06-27 00:00:00+05:30,1860.0,1885.1500244140625,1851.25,1858.0,1681.2020263671875,4081208
2018-06-28 00:00:00+05:30,1865.0,1871.0,1826.300048828125,1842.699951171875,1667.35791015625,4888125
2018-06-29 00:00:00+05:30,1844.9000244140625,1867.4000244140625,1842.300048828125,1847.75,1671.927490234375,3506276
2018-07-02 00:00:00+05:30,1852.0,1857.800048828125,1841.0999755859375,1851.3499755859375,1675.1851806640625,2650290
2018-07-03 00:00:00+05:30,1859.949951171875,1879.9000244140625,1857.050048828125,1874.050048828125,1695.7249755859375,3242233
2018-07-04 00:00:00+05:30,1879.9000244140625,1879.9000244140625,1857.1500244140625,1866.1500244140625,1688.57666015625,2700614
2018-07-05 00:00:00+05:30,1873.0,1887.5,1862.0999755859375,1880.300048828125,1701.380126953125,2472571
2018-07-06 00:00:00+05:30,1882.8499755859375,1921.0,1881.6500244140625,1912.949951171875,1730.9234619140625,3713781
2018-07-09 00:00:00+05:30,1924.0,1924.4000244140625,1876.5,1883.0,1703.8232421875,6151747
2018-07-10 00:00:00+05:30,1898.0,1898.9000244140625,1870.75,1875.0999755859375,1696.6748046875,5303302
2018-07-11 00:00:00+05:30,1900.0,1998.0,1894.1500244140625,1979.9000244140625,1791.5032958984375,22903802
